contract_number,county,num_counties,multi_county,work_type,road_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_paving,has_guardrail,has_signs,has_lighting,has_signals,has_pavement_marking,has_barrier,has_concrete,has_mowing,has_chip_seal,has_crack_seal
CNN346,SHELBY,1,0,Pavement Marking,Other,THE REMOVAL AND REPLACEMENT OF HOV MARKINGS ON VARIOUS INTERSTATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX357,BLOUNT AND KNOX,2,1,Pavement Marking,Other,THE ADDITION OF HIGH FRICTION SURFACE TREATMENT (HFST) AND PAVEMENT MARKINGS IN VARIOUS LOCATIONS ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX060,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX056,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW042,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",25,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX044,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX051,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",25,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX062,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX066,"FAYETTE, LAUDERDALE, SHELBY, AND TIPTON",4,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX052,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNX043,"CANNON, CLAY, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON, MARION, MCMINN, MEIGS, OVERTON,
PICKETT, PUTNAM, RHEA, SEQUATCHIE, AND WARREN",17,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNS091,"BLEDSOE, BRADLEY, CANNON, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SCOTT, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW067,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW065,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",8,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNS029,"CHESTER, CROCKETT, DECATUR, FAYETTE, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, LAUDERDALE, MCNAIRY,
SHELBY, AND TIPTON",12,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN064,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN065,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN069,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN035,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, LAWRENCE, LINCOLN, MACON, MARSHALL, MAURY, MOORE,
PERRY, ROBERTSON, RUTHERFORD, STEWART, SUMNER, TROUSDALE, WAYNE, WILLIAMSON, AND WILSON",21,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN066,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN067,"CHESTER, CROCKETT, FAYETTE, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, LAUDERDALE, MADISON, MCNAIRY, SHELBY,
AND TIPTON",12,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN930,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON,
JACKSON, MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW057,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW059,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNN077,"BLEDSOE, BRADLEY, COFFEE, DEKALB, FRANKLIN, GRUNDY, HAMILTON, JACKSON, MARION, MCMINN, MEIGS, PUTNAM,
SEQUATCHIE, VAN BUREN, AND WARREN",15,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP088,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",23,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP093,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNV040,"CHESTER, CROCKETT, DECATUR, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, MADISON, AND MCNAIRY",9,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNV038,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNV036,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNV041,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT045,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT047,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT051,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",8,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT054,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",23,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT042,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",24,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT050,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT048,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP095,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP087,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",25,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNT053,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNR052,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON,
JACKSON, MARION, MCMINN, MEIGS, OVERTON, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",23,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNR058,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION,
MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SCOTT, SEQUATCHIE, VAN BUREN, AND WHITE",23,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP094,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKING WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNR018,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",21,1,Pavement Marking,Other,THE RANDOM ON-CALL PAVEMENT MARKING AND RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNR033,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",26,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP089,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",8,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNQ314,"ANDERSON, BLOUNT, CARTER, CLAIBORNE, COCKE, GREENE, JEFFERSON, KNOX, LOUDON, MONROE, SEVIER, SULLIVAN,
AND WASHINGTON",13,1,Pavement Marking,Other,THE ADDITION OF HIGH FRICTION SURFACE TREATMENT AND MISCELLANEOUS PAVEMENT MARKINGS ON VARIOUS STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP022,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION, MEIGS,
OVERTON, PICKETT, POLK, SEQUATCHIE, VAN BUREN, AND WARREN",18,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNP021,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON,
JACKSON, MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",24,1,Pavement Marking,Other,THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNR019,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",8,1,Pavement Marking,Other,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CNW263,WASHINGTON,1,0,Roadway Construction,US,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE SERVING PROJECT STARLIGHT, INCLUDING RESTRIPING AT THE INTERSECTION OF U.S. 321 (U.S. 11E, S.R. 34) AND PRECISION BOULEVARD/STOCKYARD ROAD IN TELFORD.",0.717,MILES,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
