feature,importance
item_description_expanded,69.65748850090846
log_project_qty,20.409297348632823
item_type,5.690245526727398
work_type,1.7251426349827002
year,1.334977902942981
primary_county,0.6323853318654588
quarter,0.2877670432639142
month,0.15681063288277403
day,0.10588507779344616
